           y            x  z
-0.020025628  1.119647672  2
 2.869539836  0.128701277  3
-0.442851901 -0.789700723  4
-1.189026769 -0.658790099  5
 0.017215437  1.604939305  6
-1.512911256  2.427083622  7
-0.768589448 -0.090840607  8
-0.555458009 -0.772614556  9
-0.678926535  1.954869575 10
 0.406422193 -0.264939352 11
 0.831234863 -0.291964508 12
 0.829990159  1.041414531 13
-0.140237013  0.421152595 14
-0.411985549  0.095427500 15
-0.414176955 -0.649437937 16
-1.252462397 -0.030950505 17
-2.137850261 -0.397263649 18
-2.344296645 -0.116935876 19
 1.158946994  0.438017939 20
-0.619229535  0.424467133  1
-0.503406775 -1.110466827  2
 0.873118623 -0.344311419  3
 0.484831862 -1.432069682  4
 0.551177526  0.562962058  5
-1.261485582  2.190082777  6
-2.042974025  0.800606672  7
-1.258268780 -0.574347756  8
 0.461502104 -0.817323443  9
 0.335916400  2.320197588 10
-0.190933932 -0.747364671 11
 0.891427280 -0.008652570 12
 0.601826865 -0.975574833 13
 1.085335182  1.950608752 14
 0.876610969  1.066117250 15
-2.232100574 -0.582093066 16
-0.728855665  0.472940649 17
-0.548282557  0.731743624 18
 1.217590470 -1.516613465 19
-0.170309392  0.788019250 20
-1.468430768 -0.445406170  1
 0.318923831 -1.366094734  2
 0.447854532 -2.046996298  3
-1.078770833  0.442895583  4
-1.141704467  0.867214746  5
 0.647761669  1.730525743  6
 1.458816409 -0.310355940  7
 1.070383999  0.425865420  8
-0.043697143 -0.552091574  9
-0.858385976  2.410777637 10
 1.077349940  1.300935906 11
 0.911866921  0.536959968 12
-0.029723864 -0.456094745 13
-1.729389332  0.265635901 14
-0.753457093 -2.204350030 15
-2.660987336 -0.974868424 16
 0.285374131  1.018702078 17
-0.588122849  1.256367477 18
 0.442800741  0.143061394 19
 0.835737724  0.596641988 20
-0.395626026 -0.447277038  1
-0.097543504  2.463185655  2
-0.232601724 -0.467804305  3
 0.337660076 -0.151967249  4
-2.133363333 -1.018815721  5
 0.607293635 -0.846327460  6
 0.529824898 -1.261535255  7
 0.065938164  0.186027119  8
-0.271330708 -0.209729800  9
 0.104596586  1.074018474 10
-1.274418518 -0.067558606 11
 1.682840015  0.011770691 12
-1.711143586  1.358791083 13
-0.024612807  1.361014039 14
-0.700138665 -0.491516479 15
-0.790105790 -0.025903460 16
-0.828401081  1.792884720 17
-0.695656296  0.620261845 18
 1.225322595 -0.910478186 19
-0.648415689 -1.310494876 20
-0.163593121  0.791513804  1
-0.444676570  0.253530170  2
 0.680752371  0.219669220  3
-1.875452228  0.277792240  4
-0.942693156 -3.051023583  5
 0.203481198  0.487190880  6
-0.615790891  0.976909832  7
 0.261217421 -1.278647192  8
 0.303349184  0.282359956  9
-1.987458471  0.715770065 10
-0.392188839  0.062971479 11
 0.722963562  0.451892359 12
 0.447743728 -0.070585618 13
 0.945489491 -0.584975386 14
 0.572392924 -0.313605846 15
-0.369003672 -0.837755721 16
 0.007140632  0.373665207 17
-0.407133195  0.099311409 18
-0.302080824 -0.202110737 19
 0.977313630  0.829488581 20
